# Non-linear transformation dataset with 15 features and 1000 samples. Feature variance=1.5, noise=0.3, margin=0.0.
X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,target
0.7725870084793816,-0.49357825092178337,1.991948807281236,-1.7990936793283003,0.9165717373077307,-3.1728909710702657,0.14034003315975604,0.09081127388454573,-1.8077556427248025,2.301456704719367,-1.6442278566513437,-0.5064247357907791,1.7706542253195081,0.3387534213372131,-0.5804384687977847,1
-0.8982709585671355,0.03169607801394463,-0.5842153593819818,0.17378461422574612,-0.9700542385684112,1.3301129255629909,-0.948007373521749,-2.2361686952355426,4.225839276076343,1.5026345207046399,-1.009446186184383,-1.3264403751703955,1.031053850286514,-0.9688990898026473,1.5587382097636406,0
0.7782709831458579,0.4354087388715753,0.2844178522103944,2.1919361253789487,-0.3005328331042886,0.21145090789709295,-1.1353228861496185,0.9075559157816445,-1.295348970989839,1.8316294599015248,1.9774902813166226,-2.492231387601713,1.5394479930722764,-1.8629333648565103,-0.6480683341581456,0
-0.03373125999349684,-0.6767516257837356,-0.5342602009169298,1.2146022665290142,1.6055764146075406,-0.1712852878560709,-0.003833639545741286,0.9467782997750154,-1.5791247970360025,0.056974563903077535,-0.335320029570762,0.42321597980915304,-1.7496460038724992,0.5473517518916966,0.42547194545182365,0
2.9692286039424887,-1.9401810891687612,3.472211882011656,2.885412412071789,1.9249771788378376,-0.7576184913207781,1.4761654771079298,-2.5904446244820676,-3.05527018484612,-0.8644040313109034,-1.4586423917793576,-2.9473641029944,2.430268661901575,-1.0734163554570322,0.6977838249198428,0
4.220800807446464,-0.16819638959467403,-1.9276606543062897,2.8000905570409405,-0.22005484326233582,1.273053590112978,-4.080362809184584,0.4452622433197444,-0.09231585299513073,-0.5506794151858025,1.4523739499427717,-1.0104511779492673,-0.4177235397516005,0.15641010713646028,1.300493504810964,0
-0.3717926562514089,-0.23610001103548373,-0.24844277377884483,-0.2570003073004571,-1.97662688408625,1.137318438985293,1.2390819842569982,-2.4379741886874475,-0.6781687781057344,1.98418947193592,0.1591042348935734,-0.4813624404931591,-1.6719810791827396,1.8878337047041789,-1.0518876096604386,0
1.0303111940342213,2.8818336985303756,0.18491242129774096,2.1334551803953534,0.7006005205807523,1.515419497478356,-0.3761943733960886,-1.3197648807689275,-0.6930516409357397,-0.5322006621050803,0.4040361125965759,1.0696896508042917,-2.3251342820769807,0.24161235005083687,0.47333304423455436,0
0.07863461404429563,-1.5651671795033355,0.6190175359042787,0.5609959609818258,1.2406198766999457,-0.33065490563774436,0.45261426677658306,0.8437719124048766,0.07123953584588255,-2.004760174294,-3.3999183856894817,-1.217820651457151,-2.558143376344466,0.37851894864316893,-1.5313183392115763,1
-0.983305271608059,2.656912028522014,-0.5916363181811808,1.7803849797433007,0.05904292868570113,-2.156014764011186,-0.06204324489555749,-3.4775377478743597,0.33010426554631794,-1.4023572134643028,-0.0288604984379617,-0.983649529828039,1.7762552367110567,0.06450450627132752,-0.47057218690502917,0
